from,to
doi:10.1371/journal.pone.0284370,doi:10.1021/acsestwater.2c00045
doi:10.1101/2023.03.07.23286904,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2023.165172,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2023.161467,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2023.161423,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.envint.2022.107718,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.chemosphere.2022.137361,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2022.160317,doi:10.1021/acsestwater.2c00045
doi:10.3390/genes13101914,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2022.159188,doi:10.1021/acsestwater.2c00045
doi:10.1021/acsestwater.2c00177,doi:10.1021/acsestwater.2c00045
doi:10.1038/s41598-022-20076-z,doi:10.1021/acsestwater.2c00045
doi:10.3390/w14182885,doi:10.1021/acsestwater.2c00045
doi:10.1101/2022.09.08.22279459,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.hazadv.2022.100159,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2022.158448,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2022.158964,doi:10.1021/acsestwater.2c00045
doi:10.1021/acsestwater.2c00306,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.rmed.2024.107534,doi:10.1021/acs.analchem.2c04604
doi:10.1021/acs.analchem.3c04124,doi:10.1021/acs.analchem.2c04604
doi:10.1088/1752-7163/ad0646,doi:10.1021/acs.analchem.2c04604
doi:10.1016/j.trac.2023.117395,doi:10.1021/acs.analchem.2c04604
doi:10.1016/j.xjon.2023.10.025,doi:10.1021/acs.analchem.2c04604
doi:10.1016/j.trac.2023.117320,doi:10.1021/acs.analchem.2c04604
doi:10.1016/j.ekir.2021.12.011,doi:10.1016/j.xkme.2021.02.010
doi:10.1186/s12882-021-02582-w,doi:10.1016/j.xkme.2021.02.010
doi:10.1016/j.celrep.2024.113689,doi:10.1016/j.xcrm.2022.100522
doi:10.1038/s41431-023-01462-1,doi:10.1016/j.xcrm.2022.100522
doi:10.1101/2023.10.08.561395,doi:10.1016/j.xcrm.2022.100522
doi:10.1186/s13059-023-03080-y,doi:10.1016/j.xcrm.2022.100522
doi:10.1038/s42003-023-05253-8,doi:10.1016/j.xcrm.2022.100522
doi:10.1038/s41598-023-40754-w,doi:10.1016/j.xcrm.2022.100522
doi:10.1126/scitranslmed.abq1533,doi:10.1016/j.xcrm.2022.100522
doi:10.1016/j.ygeno.2023.110671,doi:10.1016/j.xcrm.2022.100522
doi:10.1186/s13059-023-02879-z,doi:10.1016/j.xcrm.2022.100522
doi:10.1093/molbev/msad012,doi:10.1016/j.xcrm.2022.100522
doi:10.1186/s13059-022-02824-6,doi:10.1016/j.xcrm.2022.100522
doi:10.1021/acsomega.2c04389,doi:10.1016/j.xcrm.2022.100522
doi:10.1186/s12929-022-00872-5,doi:10.1016/j.xcrm.2022.100522
doi:10.1016/j.crmeth.2022.100325,doi:10.1016/j.xcrm.2022.100522
doi:10.1016/j.ebiom.2022.104229,doi:10.1016/j.xcrm.2022.100522
doi:10.3390/ijms23169239,doi:10.1016/j.xcrm.2022.100522
doi:10.1126/scitranslmed.abq3059,doi:10.1016/j.xcrm.2022.100522
doi:10.1038/s41431-022-01108-8,doi:10.1016/j.xcrm.2022.100522
doi:10.1016/j.placenta.2022.06.017,doi:10.1016/j.xcrm.2022.100522
doi:10.1101/2022.02.19.481089,doi:10.1016/j.xcrm.2022.100522
doi:10.1016/j.isci.2022.104614,doi:10.1016/j.xcrm.2022.100522
doi:10.32388/qg6wl6,doi:10.1016/j.xcrm.2022.100522
doi:10.3390/w15244290,doi:10.1016/j.watres.2022.118824
doi:10.1016/j.chemosphere.2023.139668,doi:10.1016/j.watres.2022.118824
doi:10.1016/j.scitotenv.2023.162992,doi:10.1016/j.watres.2022.118824
doi:10.2903/sp.efsa.2022.en-7792,doi:10.1016/j.watres.2022.118824
doi:10.1016/j.scitotenv.2022.160317,doi:10.1016/j.watres.2022.118824
doi:10.3389/fmicb.2024.1338100,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.chemosphere.2024.141162,doi:10.1016/j.watres.2021.117710
doi:10.3390/ijms242417184,doi:10.1016/j.watres.2021.117710
doi:10.1007/s12560-023-09569-w,doi:10.1016/j.watres.2021.117710
doi:10.3390/microorganisms11112660,doi:10.1016/j.watres.2021.117710
doi:10.1038/s41598-023-44500-0,doi:10.1016/j.watres.2021.117710
doi:10.1038/s41467-023-41369-5,doi:10.1016/j.watres.2021.117710
doi:10.3390/idr15050053,doi:10.1016/j.watres.2021.117710
doi:10.1111/2041-210X.14166,doi:10.1016/j.watres.2021.117710
doi:10.1186/s40246-023-00505-4,doi:10.1016/j.watres.2021.117710
doi:10.1007/s11356-023-27877-3,doi:10.1016/j.watres.2021.117710
doi:10.1038/s41467-023-38184-3,doi:10.1016/j.watres.2021.117710
doi:10.1016/S2214-109X(23)00129-8,doi:10.1016/j.watres.2021.117710
doi:10.3389/fpls.2023.1056603,doi:10.1016/j.watres.2021.117710
doi:10.3390/w15061018,doi:10.1016/j.watres.2021.117710
doi:10.1021/acsestwater.2c00456,doi:10.1016/j.watres.2021.117710
doi:10.1177/00221678221144954,doi:10.1016/j.watres.2021.117710
doi:10.1128/mbio.03101-22,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.onehlt.2023.100536,doi:10.1016/j.watres.2021.117710
doi:10.1016/S2666-5247(22)00289-0,doi:10.1016/j.watres.2021.117710
doi:10.3390/pathogens11111249,doi:10.1016/j.watres.2021.117710
doi:10.1021/acs.jproteome.2c00325,doi:10.1016/j.watres.2021.117710
doi:10.3390/ijerph19159749,doi:10.1016/j.watres.2021.117710
doi:10.1038/s41564-022-01185-x,doi:10.1016/j.watres.2021.117710
doi:10.1038/s41587-022-01387-y,doi:10.1016/j.watres.2021.117710
doi:10.1101/2022.06.21.22276717,doi:10.1016/j.watres.2021.117710
doi:10.1021/acs.estlett.2c00280,doi:10.1016/j.watres.2021.117710
doi:10.1101/2022.06.03.22275961,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.meegid.2022.105315,doi:10.1016/j.watres.2021.117710
doi:10.1128/mra.00362-22,doi:10.1016/j.watres.2021.117710
doi:10.1021/acsestwater.2c00013,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.watres.2022.118621,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.envint.2022.107217,doi:10.1016/j.watres.2021.117710
doi:10.3390/w14040599,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.watres.2022.119306,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.watres.2022.118162,doi:10.1016/j.watres.2021.117710
doi:10.1016/j.envres.2022.112720,doi:10.1016/j.watres.2021.117710
doi:10.1101/2021.12.21.21268077,doi:10.1016/j.watres.2021.117710
doi:10.1111/1751-7915.13989,doi:10.1016/j.watres.2021.117710
doi:10.1007/s12560-022-09531-2,doi:10.1016/j.watres.2021.117710
doi:10.3390/w13213018,doi:10.1016/j.watres.2021.117710
doi:10.3390/pathogens10101271,doi:10.1016/j.watres.2021.117710
doi:10.1038/s41467-022-28246-3,doi:10.1016/j.watres.2021.117710
doi:10.3389/fmicb.2023.1272498,doi:10.1016/j.scitotenv.2023.164289
doi:10.3201/eid2910.230824,doi:10.1016/j.scitotenv.2023.164289
doi:10.1101/2023.07.12.23292570,doi:10.1016/j.scitotenv.2023.164289
doi:10.1016/j.scitotenv.2023.164414,doi:10.1016/j.scitotenv.2023.164289
doi:10.1089/ees.2023.0142,doi:10.1016/j.scitotenv.2023.161423
doi:10.1021/acsestwater.3c00032,doi:10.1016/j.scitotenv.2023.161423
doi:10.1101/2023.07.12.23292570,doi:10.1016/j.scitotenv.2023.161423
doi:10.1101/2023.05.31.23290781,doi:10.1016/j.scitotenv.2023.161423
doi:10.1016/j.scitotenv.2023.164289,doi:10.1016/j.scitotenv.2023.161423
doi:10.1007/s11356-023-31776-y,doi:10.1016/j.scitotenv.2022.159188
doi:10.3389/fmicb.2023.1305967,doi:10.1016/j.scitotenv.2022.159188
doi:10.1007/s12560-023-09565-0,doi:10.1016/j.scitotenv.2022.159188
doi:10.3389/ijph.2023.1605994,doi:10.1016/j.scitotenv.2022.159188
doi:10.1021/acsestwater.3c00032,doi:10.1016/j.scitotenv.2022.159188
doi:10.1101/2023.07.12.23292570,doi:10.1016/j.scitotenv.2022.159188
doi:10.1016/j.scitotenv.2023.165178,doi:10.1016/j.scitotenv.2022.159188
doi:10.1101/2023.05.31.23290781,doi:10.1016/j.scitotenv.2022.159188
doi:10.1016/j.scitotenv.2023.164289,doi:10.1016/j.scitotenv.2022.159188
doi:10.3389/fenvs.2023.1104679,doi:10.1016/j.scitotenv.2022.159188
doi:10.1016/j.onehlt.2023.100536,doi:10.1016/j.scitotenv.2022.159188
doi:10.3390/genes14010085,doi:10.1016/j.scitotenv.2022.159188
doi:10.1007/s10278-023-00949-z,doi:10.1016/j.scitotenv.2021.149177
doi:10.1128/cmr.00103-22,doi:10.1016/j.scitotenv.2021.149177
doi:10.3389/fmicb.2023.1305967,doi:10.1016/j.scitotenv.2021.149177
doi:10.1007/s12560-023-09565-0,doi:10.1016/j.scitotenv.2021.149177
doi:10.1021/acsestwater.3c00032,doi:10.1016/j.scitotenv.2021.149177
doi:10.1101/2023.07.12.23292570,doi:10.1016/j.scitotenv.2021.149177
doi:10.1080/22221751.2023.2222850,doi:10.1016/j.scitotenv.2021.149177
doi:10.1101/2023.05.31.23290781,doi:10.1016/j.scitotenv.2021.149177
doi:10.1016/j.scitotenv.2023.164289,doi:10.1016/j.scitotenv.2021.149177
doi:10.1016/j.scitotenv.2023.162116,doi:10.1016/j.scitotenv.2021.149177
doi:10.1016/j.scitotenv.2023.161423,doi:10.1016/j.scitotenv.2021.149177
doi:10.22207/jpam.16.spl1.21,doi:10.1016/j.scitotenv.2021.149177
doi:10.1021/acsestwater.2c00275,doi:10.1016/j.scitotenv.2021.149177
doi:10.2196/44657,doi:10.1016/j.scitotenv.2021.149177
doi:10.1016/j.scitotenv.2022.159188,doi:10.1016/j.scitotenv.2021.149177
doi:10.1093/femsmc/xtac024,doi:10.1016/j.scitotenv.2021.149177
doi:10.1101/2022.07.10.22277342,doi:10.1016/j.scitotenv.2021.149177
doi:10.1021/acsestwater.2c00045,doi:10.1016/j.scitotenv.2021.149177
doi:10.1021/acsestwater.2c00047,doi:10.1016/j.scitotenv.2021.149177
doi:10.1021/acsestwater.2c00060,doi:10.1016/j.scitotenv.2021.149177
doi:10.3390/w14081187,doi:10.1016/j.scitotenv.2021.149177
doi:10.1038/s41592-022-01444-z,doi:10.1016/j.scitotenv.2021.149177
doi:10.1101/2022.03.14.22272314,doi:10.1016/j.scitotenv.2021.149177
doi:10.1016/j.scitotenv.2022.154619,doi:10.1016/j.scitotenv.2021.149177
doi:10.1016/j.jviromet.2022.114496,doi:10.1016/j.scitotenv.2021.149177
doi:10.1093/femsmc/xtac008,doi:10.1016/j.scitotenv.2021.149177
doi:10.7171/jbt.21-3203-019,doi:10.1016/j.scitotenv.2021.149177
doi:10.1017/S0950268821002752,doi:10.1016/j.scitotenv.2021.149177
doi:10.1093/femsmc/xtac024,doi:10.1016/j.scitotenv.2021.149177
doi:10.3390/v14071398,doi:10.1016/j.plabm.2021.e00261
doi:10.1016/j.meegid.2024.105550,doi:10.1016/j.meegid.2022.105315
doi:10.1016/j.scitotenv.2023.164561,doi:10.1016/j.meegid.2022.105315
doi:10.1016/j.scitotenv.2022.159166,doi:10.1016/j.meegid.2022.105315
doi:10.1101/2022.09.25.22280344,doi:10.1016/j.meegid.2022.105315
doi:10.1101/2023.05.04.539267,doi:10.1016/j.jim.2021.113165
doi:10.2196/38386,doi:10.1016/j.jim.2021.113165
doi:10.1101/2022.02.10.22270607,doi:10.1016/j.jim.2021.113165
doi:10.1101/2022.02.03.22269612,doi:10.1016/j.jim.2021.113165
doi:10.7860/njlm/2022/52643.2582,doi:10.1016/j.jim.2021.113165
doi:10.1101/2024.01.15.575678,doi:10.1016/j.jbi.2023.104322
doi:10.3390/vaccines11121755,doi:10.1016/j.healun.2021.11.001
doi:10.1016/j.cmi.2022.12.004,doi:10.1016/j.healun.2021.11.001
doi:10.1111/ajt.17195,doi:10.1016/j.healun.2021.11.001
doi:10.1111/tid.13926,doi:10.1016/j.healun.2021.11.001
doi:10.1017/S1047951122002190,doi:10.1016/j.healun.2021.11.001
doi:10.1177/21501351221085966,doi:10.1016/j.healun.2021.11.001
doi:10.1111/petr.14272,doi:10.1016/j.healun.2021.11.001
doi:10.1111/ped.15329,doi:10.1016/j.healun.2021.11.001
doi:10.25259/jade_30_2023,doi:10.1016/j.cossms.2021.100966
doi:10.1016/j.bbrc.2023.09.033,doi:10.1016/j.cossms.2021.100966
doi:10.2196/44401,doi:10.1016/j.cossms.2021.100966
doi:10.1039/d2lc00021k,doi:10.1016/j.cossms.2021.100966
doi:10.1016/j.sintl.2022.100171,doi:10.1016/j.cossms.2021.100966
doi:10.1016/j.ccr.2022.214559,doi:10.1016/j.cossms.2021.100966
doi:10.3389/fpubh.2023.1340420,doi:10.1016/j.cmi.2021.04.007
doi:10.1016/j.chemolab.2023.104902,doi:10.1016/j.cmi.2021.04.007
doi:10.1007/s10729-023-09650-7,doi:10.1016/j.cmi.2021.04.007
doi:10.1016/j.foodchem.2023.137111,doi:10.1016/j.cmi.2021.04.007
doi:10.1038/s41598-023-34337-y,doi:10.1016/j.cmi.2021.04.007
doi:10.1007/s00580-023-03445-6,doi:10.1016/j.cmi.2021.04.007
doi:10.1371/journal.pone.0271860,doi:10.1016/j.cmi.2021.04.007
doi:10.1093/aje/kwac178,doi:10.1016/j.cmi.2021.04.007
doi:10.3390/diagnostics12061398,doi:10.1016/j.cmi.2021.04.007
doi:10.1002/jmv.27898,doi:10.1016/j.cmi.2021.04.007
doi:10.1021/acs.analchem.2c00835,doi:10.1016/j.cmi.2021.04.007
doi:10.7754/Clin.Lab.2021.210851,doi:10.1016/j.cmi.2021.04.007
doi:10.1021/acs.chemrev.1c00924,doi:10.1016/j.cmi.2021.04.007
doi:10.1016/j.pathol.2022.02.002,doi:10.1016/j.cmi.2021.04.007
doi:10.12688/f1000research.109673.1,doi:10.1016/j.cmi.2021.04.007
doi:10.1016/j.jcv.2022.105133,doi:10.1016/j.cmi.2021.04.007
doi:10.1021/acsmeasuresciau.1c00057,doi:10.1016/j.cmi.2021.04.007
doi:10.1016/j.clinbiochem.2022.02.005,doi:10.1016/j.cmi.2021.04.007
doi:10.1016/j.cmi.2022.02.016,doi:10.1016/j.cmi.2021.04.007
doi:10.1021/jacs.1c08598,doi:10.1016/j.cmi.2021.04.007
doi:10.3389/fpubh.2021.681255,doi:10.1016/j.cmi.2021.04.007
doi:10.2471/BLT.20.283093,doi:10.1016/j.cmi.2021.04.007
doi:10.1017/S0950268821001667,doi:10.1016/j.cmi.2021.04.007
doi:10.1016/j.iccn.2021.103132,doi:10.1016/j.cmi.2021.04.007
doi:10.1681/ASN.2021060812,doi:10.1016/j.cmi.2021.04.007
doi:10.1002/jcla.23888,doi:10.1016/j.cmi.2021.04.007
doi:10.1098/rsos.210704,doi:10.1016/j.cmi.2021.04.007
doi:10.3390/diagnostics13050889,doi:10.1016/j.clinbiochem.2021.09.008
doi:10.3390/vaccines11020447,doi:10.1016/j.clinbiochem.2021.09.008
doi:10.3389/fimmu.2022.1038562,doi:10.1016/j.clinbiochem.2021.09.008
doi:10.3389/fbioe.2022.1052436,doi:10.1016/j.clinbiochem.2021.09.008
doi:10.1016/j.jviromet.2022.114569,doi:10.1016/j.clinbiochem.2021.09.008
doi:10.31083/j.fbl2702074,doi:10.1016/j.clinbiochem.2021.09.008
doi:10.12659/MSM.935812,doi:10.1016/j.clinbiochem.2021.09.008
doi:10.1016/j.cjca.2023.07.012,doi:10.1016/j.cjca.2023.06.001
doi:10.1136/bmjgast-2023-001246,doi:10.1016/j.cgh.2022.10.029
doi:10.1080/17474124.2023.2295496,doi:10.1016/j.cgh.2022.10.029
doi:10.1007/s10620-023-08192-w,doi:10.1016/j.cgh.2022.10.029
doi:10.1016/j.tips.2023.10.002,doi:10.1016/j.cgh.2022.10.029
doi:10.3390/ph16091272,doi:10.1016/j.cgh.2022.10.029
doi:10.3390/cells12131722,doi:10.1016/j.cgh.2022.05.008
doi:10.1056/NEJMe2301147,doi:10.1016/j.cgh.2022.05.008
doi:10.1016/j.heliyon.2023.e14380,doi:10.1016/j.bios.2023.115228
doi:10.3390/nano14010111,doi:10.1016/j.bios.2023.115197
doi:10.3390/bios13121005,doi:10.1016/j.bios.2023.115197
doi:10.20517/jeea.2023.24,doi:10.1016/S2666-5247(22)00289-0
doi:10.1016/j.watres.2023.120751,doi:10.1016/S2666-5247(22)00289-0
doi:10.1101/2023.07.13.23292575,doi:10.1016/S2666-5247(22)00289-0
doi:10.20517/mrr.2022.20,doi:10.1016/S2666-5247(22)00289-0
doi:10.1093/biomethods/bpad004,doi:10.1016/S2666-5247(22)00289-0
doi:10.1016/S2666-5247(23)00039-3,doi:10.1016/S2666-5247(22)00289-0
doi:10.3389/fimmu.2022.992022,doi:10.1016/S2665-9913(22)00090-X
doi:10.1016/j.ins.2023.119669,doi:10.1007/s10618-021-00746-8
doi:10.48550/arXiv.2208.05800,doi:10.1007/s10618-021-00746-8
doi:10.1016/j.eswa.2022.118163,doi:10.1007/s10618-021-00746-8
doi:10.1186/s12874-022-01770-y,doi:10.1007/s10618-021-00746-8
doi:10.1177/21501351231205570,doi:10.1007/s00246-022-02844-w
doi:10.1007/s00246-023-03166-1,doi:10.1007/s00246-022-02844-w
doi:10.1136/bmjpo-2022-001649,doi:10.1007/s00246-022-02844-w
doi:10.1186/s13052-024-01585-1,doi:10.1002/art.42062
doi:10.1007/s00431-023-05353-x,doi:10.1002/art.42062
doi:10.1542/peds.2023-063259,doi:10.1002/art.42062
doi:10.4274/balkanmedj.galenos.2023.2023-10-25,doi:10.1002/art.42062
doi:10.1016/s2352-4642(23)00316-4,doi:10.1002/art.42062
doi:10.1007/s00246-023-03364-x,doi:10.1002/art.42062
doi:10.1007/s00246-023-03338-z,doi:10.1002/art.42062
doi:10.1111/apa.17054,doi:10.1002/art.42062
doi:10.1016/j.eclinm.2023.102358,doi:10.1002/art.42062
doi:10.1542/peds.2023-064344PF,doi:10.1002/art.42062
doi:10.1016/j.pedneo.2023.12.002,doi:10.1002/art.42062
doi:10.1038/s41390-023-02878-7,doi:10.1002/art.42062
doi:10.3390/medicina59112027,doi:10.1002/art.42062
doi:10.47102/annals-acadmedsg.v52n10p533,doi:10.1002/art.42062
doi:10.26416/pedi.71.3.2023.8969,doi:10.1002/art.42062
doi:10.1016/j.semarthrit.2023.152289,doi:10.1002/art.42062
doi:10.1542/peds.2023-062101,doi:10.1002/art.42062
doi:10.1542/pir.2022-005892,doi:10.1002/art.42062
doi:10.3390/ijms242015086,doi:10.1002/art.42062
doi:10.3390/cells12192417,doi:10.1002/art.42062
doi:10.7759/cureus.47321,doi:10.1002/art.42062
doi:10.1016/j.eclinm.2023.102212,doi:10.1002/art.42062
doi:10.1007/s12519-023-00745-3,doi:10.1002/art.42062
doi:10.1007/s00431-023-05179-7,doi:10.1002/art.42062
doi:10.3390/pediatric15030048,doi:10.1002/art.42062
doi:10.3389/fphar.2023.1228986,doi:10.1002/art.42062
doi:10.3389/fped.2023.1137051,doi:10.1002/art.42062
doi:10.1186/s12969-023-00858-z,doi:10.1002/art.42062
doi:10.25110/arqsaude.v27i7.2023-042,doi:10.1002/art.42062
doi:10.1056/NEJMc2306485,doi:10.1002/art.42062
doi:10.14412/1996-7012-2023-3-22-29,doi:10.1002/art.42062
doi:10.1016/j.cjca.2023.07.012,doi:10.1002/art.42062
doi:10.3390/v15071554,doi:10.1002/art.42062
doi:10.1001/jamanetworkopen.2023.24369,doi:10.1002/art.42062
doi:10.5501/wjv.v12.i3.193,doi:10.1002/art.42062
doi:10.2169/internalmedicine.1832-23,doi:10.1002/art.42062
doi:10.3390/children10061045,doi:10.1002/art.42062
doi:10.1016/j.cjca.2023.06.001,doi:10.1002/art.42062
doi:10.59492/kd.2023.1.1.e4,doi:10.1002/art.42062
doi:10.3390/children10060980,doi:10.1002/art.42062
doi:10.1016/j.jtha.2023.05.020,doi:10.1002/art.42062
doi:10.1007/s11910-023-01269-z,doi:10.1002/art.42062
doi:10.3390/pediatric15020030,doi:10.1002/art.42062
doi:10.1007/s11882-023-01083-0,doi:10.1002/art.42062
doi:10.1007/s40272-023-00566-x,doi:10.1002/art.42062
doi:10.1542/pir.2022-005686,doi:10.1002/art.42062
doi:10.1002/ccr3.7301,doi:10.1002/art.42062
doi:10.1542/peds.2022-059872,doi:10.1002/art.42062
doi:10.3390/children10050766,doi:10.1002/art.42062
doi:10.1007/s42399-023-01453-9,doi:10.1002/art.42062
doi:10.1016/j.eclinm.2023.101965,doi:10.1002/art.42062
doi:10.7759/cureus.37076,doi:10.1002/art.42062
doi:10.3390/jcm12072552,doi:10.1002/art.42062
doi:10.3390/children10040618,doi:10.1002/art.42062
doi:10.1186/s13052-023-01416-9,doi:10.1002/art.42062
doi:10.1002/art.42495,doi:10.1002/art.42062
doi:10.1007/s00431-023-04906-4,doi:10.1002/art.42062
doi:10.37201/req/120.2022,doi:10.1002/art.42062
doi:10.15562/ism.v14i1.1632,doi:10.1002/art.42062
doi:10.3390/life13030674,doi:10.1002/art.42062
doi:10.1016/j.jpeds.2023.01.025,doi:10.1002/art.42062
doi:10.1016/j.siny.2023.101431,doi:10.1002/art.42062
doi:10.1177/00185787221142470,doi:10.1002/art.42062
doi:10.1016/S2352-4642(23)00020-2,doi:10.1002/art.42062
doi:10.1016/j.arcped.2023.01.006,doi:10.1002/art.42062
doi:10.3390/children10020348,doi:10.1002/art.42062
doi:10.1038/s41598-022-26832-5,doi:10.1002/art.42062
doi:10.3389/fped.2022.1088773,doi:10.1002/art.42062
doi:10.1093/ofid/ofad009,doi:10.1002/art.42062
doi:10.3390/v15010094,doi:10.1002/art.42062
doi:10.4274/csmedj.galenos.2022.2022-11-10,doi:10.1002/art.42062
doi:10.1126/science.abo3627,doi:10.1002/art.42062
doi:10.15585/mmwr.rr7104a1,doi:10.1002/art.42062
doi:10.3389/fped.2022.1012582,doi:10.1002/art.42062
doi:10.1016/j.cjcpc.2022.11.005,doi:10.1002/art.42062
doi:10.1016/j.autrev.2022.103240,doi:10.1002/art.42062
doi:10.3390/children9121809,doi:10.1002/art.42062
doi:10.1007/s00246-022-03052-2,doi:10.1002/art.42062
doi:10.3389/fped.2022.1036306,doi:10.1002/art.42062
doi:10.3389/fpubh.2022.1021200,doi:10.1002/art.42062
doi:10.1055/s-0043-1768659,doi:10.1002/art.42062
doi:10.1001/jamanetworkopen.2022.41622,doi:10.1002/art.42062
doi:10.1016/j.cjca.2022.11.011,doi:10.1002/art.42062
doi:10.47102/annals-acadmedsg.2022397,doi:10.1002/art.42062
doi:10.47102/annals-acadmedsg.202283,doi:10.1002/art.42062
doi:10.3390/children9111653,doi:10.1002/art.42062
doi:10.3390/medicina58111515,doi:10.1002/art.42062
doi:10.1101/2022.10.19.22281256,doi:10.1002/art.42062
doi:10.12998/wjcc.v10.i29.10435,doi:10.1002/art.42062
doi:10.3389/fphar.2022.987816,doi:10.1002/art.42062
doi:10.3390/life12101652,doi:10.1002/art.42062
doi:10.1016/j.anpede.2022.09.006,doi:10.1002/art.42062
doi:10.1007/s00431-022-04615-4,doi:10.1002/art.42062
doi:10.1097/BOR.0000000000000910,doi:10.1002/art.42062
doi:10.3390/covid2090093,doi:10.1002/art.42062
doi:10.1017/S1047951122002748,doi:10.1002/art.42062
doi:10.3389/fped.2022.942455,doi:10.1002/art.42062
doi:10.1016/j.mcna.2022.08.002,doi:10.1002/art.42062
doi:10.1111/imj.15875,doi:10.1002/art.42062
doi:10.3390/v14081686,doi:10.1002/art.42062
doi:10.1007/s00431-022-04562-0,doi:10.1002/art.42062
doi:10.1016/j.jccase.2022.06.007,doi:10.1002/art.42062
doi:10.1097/BOR.0000000000000892,doi:10.1002/art.42062
doi:10.1097/BOR.0000000000000889,doi:10.1002/art.42062
doi:10.1002/rth2.12747,doi:10.1002/art.42062
doi:10.7759/cureus.27353,doi:10.1002/art.42062
doi:10.1002/acr2.11478,doi:10.1002/art.42062
doi:10.1093/rheumatology/keac362,doi:10.1002/art.42062
doi:10.3389/fped.2022.893568,doi:10.1002/art.42062
doi:10.1016/j.anpede.2022.09.006,doi:10.1002/art.42062
doi:10.1002/phar.2709,doi:10.1002/art.42062
doi:10.1097/MOP.0000000000001130,doi:10.1002/art.42062
doi:10.1016/j.semarthrit.2022.152047,doi:10.1002/art.42062
doi:10.1136/bcr-2022-250375,doi:10.1002/art.42062
doi:10.1016/j.jccase.2022.05.018,doi:10.1002/art.42062
doi:10.1016/j.anpedi.2022.06.006,doi:10.1002/art.42062
doi:10.3389/fped.2022.890755,doi:10.1002/art.42062
doi:10.53126/meb41299,doi:10.1002/art.42062
doi:10.1542/hpeds.2021-006511,doi:10.1002/art.42062
doi:10.1002/jhm.12838,doi:10.1002/art.42062
doi:10.3390/children9050672,doi:10.1002/art.42062
doi:10.3389/fped.2022.820229,doi:10.1002/art.42062
doi:10.1007/s11908-022-00779-0,doi:10.1002/art.42062
doi:10.1097/INF.0000000000003801,doi:10.1002/art.42062
doi:10.1139/facets-2022-0023,doi:10.1002/art.42062
doi:10.1177/1759720X221139627,doi:10.1002/art.42062
doi:10.4236/ojped.2023.131009,doi:10.1002/art.42062
doi:10.12677/acm.2022.125572,doi:10.1002/art.42062
doi:10.1039/d3ra05927h,doi:10.1001/jamanetworkopen.2023.0982
doi:10.1109/EMBC40787.2023.10340662,doi:10.1001/jamanetworkopen.2023.0982
doi:10.1021/acssensors.3c00367,doi:10.1001/jamanetworkopen.2023.0982
doi:10.1021/acs.analchem.3c00354,doi:10.1001/jamanetworkopen.2023.0982
doi:10.3389/fped.2023.1223266,doi:10.1038/s41390-022-02108-6
doi:10.1038/s41390-022-02381-5,doi:10.1038/s41390-022-02108-6
doi:10.1016/j.jbi.2022.104028,doi:10.1016/j.jbi.2021.103818
doi:10.1016/j.rehab.2021.101626,doi:10.1016/j.jbi.2021.103818
doi:10.1016/j.imed.2021.09.001,doi:10.1016/j.jbi.2021.103818
doi:10.1186/s13052-024-01585-1,doi:10.1016/j.cjca.2022.11.011
doi:10.1016/j.intimp.2023.111105,doi:10.1016/j.cjca.2022.11.011
doi:10.1001/jamanetworkopen.2023.46829,doi:10.1016/j.cjca.2022.11.011
doi:10.1016/j.cjca.2023.07.012,doi:10.1016/j.cjca.2022.11.011
doi:10.1016/j.cjca.2023.06.001,doi:10.1016/j.cjca.2022.11.011
doi:10.1016/j.cjca.2023.04.006,doi:10.1016/j.cjca.2022.11.011
doi:10.3389/fchem.2023.1282450,doi:10.3390/diagnostics13040707
doi:10.3390/analytica4020016,doi:10.3390/diagnostics13040707
doi:10.1111/trf.17036,doi:10.1542/peds.2020-045948G
doi:10.1136/ebnurs-2021-103483,doi:10.1542/peds.2020-045948G
doi:10.1542/peds.2020-045948B,doi:10.1542/peds.2020-045948G
doi:10.1007/s10875-023-01616-2,doi:10.1186/s12916-022-02252-0
doi:10.1016/j.clinimag.2023.110046,doi:10.1186/s12916-022-02252-0
doi:10.1186/s40001-023-01456-1,doi:10.1186/s12916-022-02252-0
doi:10.1007/s40121-022-00753-2,doi:10.1186/s12916-022-02252-0
doi:10.3390/bios13080820,doi:10.1101/2023.02.27.530294
