id,name,abstract,narrative,fundingMechanism,awardCode,researchInitiative,subProject
R01NR020105,Multi-Modal Wireless COVID Monitoring & Infection Alerts for Concentrated Populations,"Multi-Modal Wireless COVID Monitoring & Infection Alerts for Concentrated Populations
Abstract: The high aerosolized transmissibility of COVID, long asymptomatic incubation period,
and highly variable presentation attributes of the COVID pandemic have proven challenging in
many settings where patchwork pandemic responses have disproportionately negatively
impacted vulnerable socioeconomic, minority, and disabled sub-populations. Unfortunately, these
dire trends are only made more acute in settings that feature populations with limited mobility and
little to no ability to self-isolate (dense concentrated populations [DCPs]), such as residential
nursing homes, schools, drug rehabilitation services, prison and psychiatric facility populations,
and high-frequency essential medical services, such as chemotherapy infusion clinics or dialysis
units. In these DCP settings, limited diagnostic testing, prolonged indoor contact, limitations in
cleaning and filtration capacities, support staff shortages, pre-existing comorbidities, and lack of
effective infectious disease surveillance systems all collude to drive an increased COVID burden
in DCPs. From this, it is clear that alternative detection strategies for DCPs are urgently needed
to improve local capacity to monitor COVID outbreaks, mitigate their spread, and thus reduce
inequitable disease and mortality burdens in these under-resourced and often overcrowded
settings. In previous work, we developed a first generation detection system using heart rate data
from commercially-available Fitbit Ionic wearable devices to detect the onset of COVID and other
infectious diseases up to 10 days before users self-reported symptom onset (overall sensitivity
67% prior to symptom onset). Here, we propose to further develop this system for the improved
detection of COVID and other infectious diseases in DCPs using existing wearable fitness devices
in a wireless and interoperable digital health framework that centralizes all wearable-derived data
on PHD while tailoring its presentation and health event alert system to the IT capabilities and
needs of each DCP setting. In this, not only will we adapt our existing infection detection
algorithms for each DCP’s particular baseline characteristics, IT infrastructure, and needs, but
also use incoming data to further optimize the performance of those algorithms for continuous
improvement in the sensitivity, specificity, and alert lead time for COVID onset. This will quickly
enable under-resourced DCP support staff to access and use world-class COVID surveillance
data in identifying individual infection events, implementing isolation, cleaning, and testing
policies, and minimizing transmission, thus reducing the burden of COVID in DCP settings and
reducing DCP morbidity and mortality overall.","Multi-Modal Wireless COVID Monitoring & Infection Alerts for Concentrated Populations
Narrative: The myriad risks and health burdens accompanying the ongoing COVID pandemic
have disproportionately impacted under-resourced settings with dense, concentrated populations
that cannot readily transition to isolation or remote care. While diagnostic testing is increasingly
available, it remains inaccessible to too many and highlights an urgent unmet need for alternative
methods to detect COVID infection and spread. In previous work using online machine learning
and commercially-available fitness wearables, we have demonstrated remote detection of COVID
onset up to 7 days in advance of symptoms, which we here propose to optimize and extend to
diverse dense concentrated population settings for ongoing and effective COVID surveillance.",Non-SBIR/STTR,R01,RADx-rad,Multimodal Surveillance
U18TR003807,Multi-parametric Integrated Molecular Detection of SARS-CoV-2 from Biofluids by Adapting Single Extracellular Vesicle Characterization Technologies,"The World Health Organization has recognized a global pandemic of novel coronavirus pneumonia (COVID-19)
from exposure to the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Coronaviruses (CoVs)
are membrane-enveloped positive-sense, single-stranded RNA viruses decorated with membrane proteins. The
spike (S) glycoprotein is implicated in the viral attachment and fusion to host cells via the human angiotensin-
converting enzyme 2 (hACE2). There are different assays to test for COVID-19, including nucleic acid, antigen,
and serological tests that can be used in hospitals, point-of-care, and large-scale population testing. Nucleic acid
testing is the standard method for the detection of SARS-CoV-2, which consists of the amplification of viral RNA
from nasopharyngeal swabs (NPS) by quantitative reverse-transcription polymerase chain reaction (qRT-PCR).
Furthermore, given the invasive nature of NPS, saliva is being considered an alternative for detection. Methods
that bypass RNA extraction, as well as isothermal amplification such as loop-mediated isothermal amplification
(LAMP), have been developed to improve the speed of viral RNA detection. However, viral protein expression
cannot be detected by qRT-PCR. Serological tests, on the other hand, are based on host antibodies against the
virus (IgG/IgM). Although fast, these tests suffer from significant false negative/positive. Besides, they do not
detect a current infection. Therefore, to relieve the current healthcare crisis, new technologies capable of
simultaneous viral RNA/protein detection at the single virus level and host antibody response detection from a
body fluid in an integrated device would be highly valuable for enhanced COVID-19 diagnosis.
Recently, our group, as part of Phase 2 of the Extracellular RNA Communication Consortium (ERCC2), has
successfully developed a microfluidics technology capable of capturing individual exosomes from biofluids and
then simultaneously quantify both exosomal surface proteins and RNA cargo. Given the resemblance in size
and other characteristics between exosomes and coronaviruses, our technology can be adapted for COVID-19
diagnosis. Therefore, we propose to develop and validate a safe-to-use version of our microfluidics system for
direct detection of SARS-CoV-2. The integrated system is capable of multi-parametric detection for enhanced
COVID-19 diagnosis. The platform will be engineered to simultaneously quantify both viral protein, viral RNA,
and host antibodies (IgG/IgM) in the same sample, enabling diagnosis, disease status, and prognostic
assessment. Model systems, including host IgG/IgM from patient serum, standard synthetic vesicles (SVs), and
heat-inactivated SARS-CoV-2 viral particles (SVVs), will be designed and spiked in biofluids to validate and
calibrate the system. To demonstrate the clinical utility, our biochip technology will be deployed and tested using
different biofluids from COVID-19 patients at two independent laboratories (Institute of Systems Biology in
Seattle and The Ohio State University (OSU) Wexner Medical Center in Columbus). Measurements obtained
from the biochips will be compared to standard qRT-PCR and ELISA methods. A transition plan will be prepared
for FDA Emergency Use Authorization (EUA) application of the biochip technology through a COVID-19 clinical
testing laboratory at OSU Wexner Medical Center. A commercialization plan will also be developed via licensing
to a biotech company.
We have assembled a multi-disciplinary team with extensive knowledge and experience in nanobiotechnology,
microfluidics, micro/nano-fabrication, infectious diseases, and clinical COVID-19 patient sample collection and
testing. The proposed aims and milestones are given as follows:
Specific Aim 1: Development of an integrated biochip to simultaneously capture, fix, and characterize
single SARS-CoV-2 and IgG/IgM proteins. Milestones. (i) Sorting, capture, and quantitative analysis of
selected proteins and viral RNA in single virus in spike experiments with >95% repeatability; (ii) A sensitivity of
single virus detection with >90% repeatability and 5-fold better sensitivity than the current qRT-PCR and ELISA
methods. Specific Aim 2: Testing of single SARS-CoV-2 virus and associated IgG/IgM in biofluids from
COVID-19 patients. Milestones. (i) Quantitative analysis of clinical samples with >95% repeatability; (ii) 95%
of concordance for the detection of SARS-CoV-2 between the biochip technology and the lab-based qRT-PCR
and ELISA. Specific Aim 3: Biochip technology transition plan. Milestones. (i) Submission of documentation
to the FDA Center for Devices and Radiological Health (CDRH) for EUA; (ii) Scale-up commercialization plan for
GMP chip production.","In this project, we propose to repurpose our single exosome-based characterization technology towards the
detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection from biofluids. Our
approach will enable the simultaneous detection of viral signals and host antibodies, including viral RNA, S-
protein, and associated IgG/IgM from the same sample on a single device, thus enabling enhanced diagnosis,
disease status, and prognostic assessment of COVID-19.",Other Research-Related,U18,RADx-rad,Exosome
U01AA029331,Nanobody-Based Electrochemical Biosensor for Real-Time Detection of Aerosolized SARS-CoV2,"PROJECT SUMMARY
 Coronavirus 2019 (COVID-19) has afflicted 6.2 million Americans and killed 190,000 as of early September
2020 (WHO website); a roughly 3% mortality. Between a shortage in testing and unidentified asymptomatic
individuals, the actual number of those infected could be 6 to 24-fold higher than that reported. SARS-CoV-2
(CoV-2), the virus underlying the disease, results in a range of symptoms; in select cases a severe respiratory
illness that impedes breathing that could lead to hospitalization and death. CoV-2 is transmitted person-to-
person via inhalation of the virus through mucosal membranes of the nose and throat from transfer after
touching a contaminated surface or by inhaling aerosolized virus. Unfortunately, COVID-19 is likely to be
prevalent well into 2021 and beyond.
 We must increase our ability to test for CoV-2. First, testing is needed to diagnose individuals that are
symptomatic or asymptomatic to reduce community spread. And second, monitoring gathering areas for
airborne virus that could inform the decision to shutdown a space or implement disinfection and mitigation of
an area. We propose to use an electrochemical biosensor in two detection devices, 1) a diagnostic
breathalyzer for instant detection of CoV-2 and 2) an airborne detector for real-time, continuous surveillance of
a large space.
 We have developed a novel ultra-sensitive, antibody-based electrochemical biosensor to detect CoV-2
repeat binding domain (RBD) spike protein. The technology is based on a micro-immunoelectrode (MIE)
biosensor pioneered by the Cirrito laboratory to study protein dynamics in the setting of neurodegeneration (2,3).
The biosensor uses voltammetry to measure the oxidation of tyrosine amino acids; oxidation is the release of
electrons that the biosensor measures as a change in current. Antibodies are covalently attached to the
electrode surface to provide selectivity. Our prototype CoV-2 biosensor is sensitive to 2 femtogram/ml,
compared to several current CoV-2 antigen tests that are sensitive to the low picogram/ml range.
 The proposal will first (Aim 1) optimize our CoV-2 biosensor to detect CoV-2 viral particles, as well as test
several parameters to increase sensitivity and longevity. Aim 2 will build a test breathalyzer that will utilize a
nebulizer to generate virus laden air containing aerosol droplets similar to a breath that contain defined
concentrations of CoV-2 viral particles. Aim 3 will test the airborne biosensor in a realistic environment. Co-I
Chakrabarty’s laboratory has unique capabilities of mimicking real-world environmental conditions, especially
in the context of atmospheric aerosols, necessary for testing and optimizing the biosensor’s performance for
field deployment. Atmospheric conditions include relative humidity (RH) and temperature, as well as common
airborne pollutants found indoors.
 Finding novel means to detect the CoV-2, as well as create a platform to detect other and future
pathogens, would enable us to limit the viral spread throughout the community in the current and future
pandemics.","COVID-19 has afflicted millions of Americans with a roughly 3% mortality rate. We have developed an
ultra-sensitive electrochemical biosensor to detect CoV-2 which we will incorporate into a breathalyzer for
diagnostic purposes, as well as an airborne detector to monitor large gathering spaces.",Non-SBIR/STTR,U01,RADx-rad,Automatic Detection & Tracing
U18TR003795,Portable GC detector for breath-based COVID diagnostics,"/Abstract: This proposal has two major goals: 1) Define signature exhaled breath volatile
organic compounds (VOCs) to diagnose SARS-CoV-2 infections, and 2) Develop a portable chemical sensing
device that can capture and detect exhaled VOCs and includes machine learning algorithms for automated
data processing and results interpretation. This project will bring a portable sensor forward into clinical use with
the aim of supplementing COVID-19 diagnostics with a reagentless alternative. Breath testing of exhaled VOC
biomarkers is a relatively new concept that has the potential to transform healthcare in the US and globally.
Our overarching hypothesis is that a miniature breath analysis device can measure signatures of exhaled
breath VOCs in real-time and correlate their profile to viral upper respiratory infections such as SARS-CoV-2,
even asymptomatically. In Aim #1, we propose a prospective, observational study to analyze breath samples
from COVID-19 positive and negative subjects, solely for the purpose of analysis through gold standard GC-
MS to define breath VOC biomarkers of infection. We will recruit subjects at two local sites, the UC Davis
Medical Center (Sacramento, CA) and VA Northern California Health Care System (Mather, CA), where MPI
Dr. Kenyon and Co-Is Drs. Harper and Schivo have joint clinical appointments. Our group has a proven track
record to conduct these types of clinical breath studies. In Aim #2, we will develop a portable breath analysis
device using our novel miniature differential mobility spectrometry (DMS) detector, coupled with chip-based
gas chromatography. DMS is a subset of ion mobility spectrometry and detects VOCs at ambient temperatures
and pressures, making it highly appropriate for portable devices. This device would include our custom chip-
based preconcentrator, which is packed with a chemical sorbent for extraction of VOCs from breath, and will
compare functionality of a compact commercially available GC column to a micro-GC column chip from
Deviant, a subcontractor in this work. Individual components of this device have already been developed, and
under direction of MPI Prof. Davis, Chair of Mechanical and Aerospace Engineering, a team of research
engineers would integrate these pieces together into a single unit. Collaborator Prof. Chuah would guide
development of a custom software package for the device with machine learning and artificial intelligence
capabilities for automated data processing and interpretation. The device would be placed in the hands of
clinicians, who would provide feedback that engineers would immediately incorporate into the device and
return to the clinicians for more testing. Under Aim #3, our team would process the GC-MS and GC-DMS data
generated in this work, identifying a novel VOC profile for COVID-19 diagnostics. Aim #4 would initiate towards
the end of this study to develop both a regulatory pathway & contract manufacturing plan for large scale
production and deployment of the device for clinical approval. These efforts are supported by collaborator Dr.
Nam Tran, Director of Clinical Pathology & Clinical Chemistry at the UC Davis Medical Center.","In the United States and worldwide, public health experts agree that nations must increase
their capacity to test for COVID-19, yet global supplies for testing materials remain scarce. This project would
lead to the development of an entirely new type of COVID-19 test, one that could diagnose infections with only
a breath sample. Through this proposal, our team would develop a portable device that could identify people
with COVID-19 infections by analyzing volatile organic compounds (VOCs) found in exhaled breath.",Other Research-Related,U18,RADx-rad,SCENT
U01DC019573,Rapid olfactory tools for telemedicine-friendly COVID-19 screening and surveillance,"The COVID-19 pandemic is the most devastating infectious disease outbreak in a century, particularly in
underserved and minoritized communities. In 2020 alone, it will cost a million lives. It continues to wreak
economic havoc worldwide. Therefore, it is critical to develop new tools that can mitigate the spread of SARS-
CoV-2, the virus that causes COVID-19. Rapid screening tools can identify potentially infected individuals who
can then be isolated/quarantined from the uninfected and directed towards further testing and treatment.
Unfortunately, definitive viral testing for SARS-CoV-2 has proven difficult to implement in many countries,
including the US, due to technical, financial and governmental hurdles to universal access and timely
processing. Symptom-based screening offers a valuable, albeit imperfect, complement to viral testing that can
help identify many individuals with the disease for isolation as well as treatment. A major challenge with
symptomatic testing is that COVID-19 is highly protean: the heterogeneity of symptoms means no single
symptom or constellation of symptoms is definitive diagnostically. Still, there is growing evidence that sudden
partial or complete olfactory loss – even more than other symptoms such as fever or dry cough – is the single
best predictor of COVID-19. In this proposal, we will develop and implement objective, self-administered smell
tests for the purpose of identifying individuals with COVID-19 prior to, or in the absence of, viral testing, as well
as for use in population-level surveillance of COVID-19 spread. Several kinds of objective tests have been
used in clinical or laboratory settings to assess an individual's olfactory ability, including those that test the
ability to identify or discriminate odors as well as procedures to determine the lowest concentration an
individual can reliably perceive (i.e., odor detection threshold). Each approach has technical and logistical
advantages and disadvantages, and each captures different aspects of olfactory dysfunction. Regarding
COVID-19, it is unknown what type of measure has the highest specificity or sensitivity. In Aim 1, we will use
self-administered objective testing of odor identification and odor detection threshold in SARS-CoV-2-tested
individuals to determine which olfactory measure is the best predictor of COVID-19. In Aim 2, we will use
objective smell testing to assess whether population monitoring of olfactory loss in university, municipal or
other community settings can serve as a sentinel of COVID-19 community spread. Together, our studies will
provide a rapid, remote-friendly, cost-effective, scalable, non-intrusive method to screen for COVID-19 at the
individual level and to assess prevalence in communities, especially those that have been traditionally
underserved by the health care system and public health infrastructure.","Olfactory loss (anosmia or hyposmia) is the single best symptomatic predictor of COVID-19. Objective, self-
administered smell testing can accelerate identification of COVID-19 in individuals and communities –
particularly when timely viral testing is not readily available – and help mitigate community spread of this
dangerous disease.",Non-SBIR/STTR,U01,RADx-rad,Chemosensory Testing
U01DC019578,SCENTinel: A Rapid Smell Test for COVID-19 Surveillance,"Smell loss is a predominant symptom of COVID-19, and initial evidence based on self-reports suggests that
chemosensory loss is a sensitive predictor of COVID-19 in the general population, more so than fever.
However, given the natural lack of awareness of chemosensory changes, self-reports underestimate the true
prevalence of smell loss in patients with COVID-19 by 20% compared to an objective test. Therefore, we
propose testing and deploying a rapid and objective measure of smell ability, the SCENTinel test, inspired by
the NIH Toolbox® Odor Identification Test that our team previously developed. SCENTinel is an inexpensive,
and convenient smell test for COVID-19 surveillance of the population that quickly and easily assesses
three smell loss factors: odor detection, odor intensity, and odor identification. It is designed for practical use in
several contexts, including high-density areas such as community medical sites, universities, subacute care
facilities, and both industrial and nonindustrial workplaces. Our multi-disciplinary team has expertise in
understanding taste and smell, developing and validating chemosensory tests, as well as studying the broad
symptomatology of COVID-19. The group is led by MPI Dalton from the Monell Chemical Senses Center, an
expert in human olfaction and designing olfactory tests; MPI Parma from Temple University is an expert in
COVID-19 smell loss, is the Chair of the Global Consortium for Chemosensory Research, and has expertise in
conducting research in rapidly changing situations; Dr. Schalet and his team at Northwestern University and
Dr. Chun and his team at Yale University, among the other established and interested partners (Fox subacute
nursing homes, Hormel Food). Our team also includes the Director of Technology Transfer at the Monell
Center, Dr. O’Leary, to explore potential partners and expand SCENTinel deployment nationwide. Dr. Reed
from the Monell Chemical Senses Center will work directly with the Data Coordination Center, drawing on her
experience in managing large shared NIH datasets. All will work closely with the NIH Project Scientist. This
proposal aims to a) fine-tune SCENTinel’s ability to predict a positive COVID-19 diagnostic test; b) examine
marginal smell loss as a sign of the earliest phases of COVID-19, before a positive diagnostic test; and c)
assess the test’s psychometric validity with test-retest reliability measures and validation against the NIH
Toolbox® Odor Identification Test. Together, these aims will establish a standardized protocol for use of
SCENTinel as a rapid and objective smell test that can easily be incorporated into onsite COVID-19 testing
centers, schools, and workplaces nationwide. Furthermore, it will provide key insights into early-onset
chemosensory symptoms in relation to a confirmed COVID-19 diagnosis, providing a crucially needed means
to contain the spread of COVID-19.","As COVID-19 continues to spread in concurrence with the reopening of activities and workplaces, there is an
immediate need to develop more robust screening tools to ensure everyone’s personal safety. Loss of the
sense of smell is an early and sensitive predictor of COVID-19 infection. The goal of this project is to develop
the SCENTinel test, an inexpensive, rapid, and highly scalable objective smell test to use for COVID-19
surveillance.",Non-SBIR/STTR,U01,RADx-rad,Chemosensory Testing
U01DA053941,Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,"The University of Miami (UM), with three primary campuses in Miami, Florida, is geographically spread within
one of the worst current COVID-19 hotbeds. UM has deployed an elaborate human surveillance testing, tracking
and tracing (3T) system to monitor the student body, faculty, and staff. This 3T system includes a major hospital
that is part of UM and that treats COVID-19 patients. To augment this COVID-19 monitoring system, UM has
deployed a pilot wastewater surveillance program for detecting SARS-CoV-2 from clusters of buildings on
campus. Weill Cornell Medicine (WCM) is located in New York City, NY, an area that until recently had one of
the worst outbreaks of COVID-19. WCM has established an international consortium for SARS-CoV-2
environmental surveillance, including in NYC and globally with the MetaSUB Consortium, which is creating
metagenomic and metatranscriptomic maps of the world’s sewage. Based on this work at both UM and WCM,
this proposal aims to develop, implement, and demonstrate effective and predictive wastewater surveillance by
optimizing sampling, concentration, and detection strategies. Working closely with the RADx-rad Data
Coordination Center (DCC), this application (SF-RAD) will develop and implement data standards and
informatics infrastructure and perform integrative analyses to make all data, results, and models available to the
community, thus providing a critical contribution to the national SARS-COV-2 RADx-rad Wastewater Detection
Consortium. Our objectives will be addressed through three aims. Aim 1: Data Standardization, focuses on
developing and implementing data standards and quality metrics, and establishing the operational infrastructure
to manage SARS-CoV-2 wastewater-based surveillance datasets and metadata. Aim 2: Wastewater
Characterization, focuses on optimizing wastewater surveillance protocols and parameters for wastewater
sampling, sample concentration, and viral detection technologies. Aim 3: Integration with Human Health
Surveillance, focuses on metatranscriptomic analyses and on the integration of wastewater quantification data
with community and hospital COVID-19 prevalence, to develop predictive models to detect local and community
level spread of COVID-19. All data will be made Findable, Accessible, Interoperable and Reusable (FAIR) in
close collaboration with the DCC, and will be collected and managed with attention to ethical issues in
surveillance and data management, including efforts to ensure research rigor and reproducibility. The results
from this proposal will develop and deploy experimental and informatics infrastructure and operations as part of
the national RADx-rad SARS-CoV-2 wastewater surveillance network and will provide a proof-of-concept
implementation to use wastewater for infectious disease surveillance for early detection of localized COVID-19
outbreaks.","Through this collaborative study between the University of Miami in Florida and Weill Cornell Medicine in New
York, we will generate, standardize, integrate, compare and make available to the RADx-rad Data Coordination
Center (DCC), SARS-CoV-2 human surveillance and wastewater quantification data with various sampling,
processing, detection, and analysis approaches. We hypothesize that sensitivity (enhanced detection and
recovery) can be improved by optimizing sampling and concentration strategies, and that specificity (viral strain
identification for epidemiologic tracking) can be improved by optimizing wastewater detection methods. The
results from this proposal will develop and deploy experimental and informatics infrastructure and operations,
provide a proof-of-concept implementation to use wastewater for infectious disease surveillance, and advance
work towards a model capable of predicting local and community level spread of COVID-19 and emerging
pathogens based upon measurements of SARS-CoV-2 and other viruses from wastewater.",Non-SBIR/STTR,U01,RADx-rad,Wastewater
R61HD105610,Severity Predictors Integrating salivary Transcriptomics and proteomics with Multi neural network Intelligence in SARS-CoV2 infection in Children (SPITS MISC),"Children have been disproportionately less impacted by the Corona Virus Disease 2019 (COVID-19) caused
by the Severe Acute Respiratory Syndrome Corona Virus 2 (SAR-CoV-2) compared to adults. However,
severe illnesses including Multisystem Inflammatory Syndrome (MIS-C) and respiratory failure have occurred
in a small proportion of children with SARS-CoV-2 infection. Nearly 80% of children with MIS-C are critically ill
with a 2-4% mortality rate. Currently there are no modalities to characterize the spectrum of disease severity
and predict which child with SARS-CoV-2 exposure will likely develop severe illness including MIS-C. Thus
there is an urgent need to develop a diagnostic modality to distinguish the varying phenotypes of disease and
risk stratify disease. The epigenetic changes in microRNA (miRNA) profiles that occur due to an infection can
impact disease severity by altering immune response and cytokine regulation which may be detected in body
fluids including saliva. Our long-term goal is to improve outcomes of children with SARS-CoV-2 by early
identification and treatment of those at risk for severe illness. Our central hypothesis is that a model that
integrates salivary biomarkers with social and clinical determinants of health will predict disease severity in
children with SARS-CoV-2 infection. The central hypothesis will be pursued through phased four specific aims.
The first two aims will be pursued during the R61 phase and include: 1) Define and compare the salivary
molecular host response in children with varying phenotypes (severe and non severe) SARS-CoV-2 infections
and 2) Develop and validate a sensitive and specific model to predict severe SARS-CoV-2 illness in children.
During the R33 phase we will pursue the following two aims: 3) Develop a portable, rapid device that quantifies
salivary miRNAs with comparable accuracy to predicate technology (qRT-PCR), and 4) Develop an artificial
intelligence (AI) assisted cloud and mobile system for early recognition of severe SARS-CoV-2 infection in
children. We will pursue the above aims using an innovative combination of salivaomics and bioinformatics,
analytic techniques of AI and clinical informatics. The proposed research is significant because development of
a sensitive model to risk stratify disease is expected to improve outcomes of children with severe SARS-CoV-2
infection via early recognition and timely intervention. The proximate expected outcome of this proposal is
better understanding of the epigenetic regulation of host immune response to the viral infection which we
expect to lead to personalized therapy in the future. The results will have a positive impact immediately as it
will lead to the creation of patient profiles based on individual risk factors which can enable early identification
of severe disease and appropriate resource allocation during the pandemic.","This project is relevant to public health as development of a predictive model that integrates salivary
biomarkers with clinical and social determinants into a bedside tool will enable early identification of
severe COVID-19 in children, ensure appropriate resource allocation and aid in targeted treatment.",Non-SBIR/STTR,R61,RADx-rad,PreVAIL kIds
U01AA029316,"Touchscreen-compatible, real-time electrochemical sensing of SARS-CoV-2","The SARS-CoV-2 coronavirus, the cause of the COVID-19 global pandemic, is efficiently spread
and has reached over 27 million confirmed cases as of September 8, 2020. There is therefore an
urgent need for new technologies that can provide early detection of virus, reducing the
transmission and infection rate. The goal of this proposal is to develop an integrated biosensor-
touchscreen that sensitivity reports surface contact with SARS-CoV-2. In our preliminary work,
we have identified several aptamers that bind specifically to the envelope-anchored trimeric spike
(S) protein of SARS-CoV-2, but not of SARS-CoV or MERS. In comparison to antibodies,
aptamers are synthetic molecules that more thermally stable and lower cost while providing
similar specificity and affinity of target binding. In this application, we propose to integrate
aptamer-based biosensing of SARS-CoV-2 into a touchscreen device. Our main objectives are to
1) engineer conformation switching aptamers for electrochemical sensing of SARS-CoV-2
binding, 2) develop nanogap capacitive sensors as a uniquely complementary approach to
capacitive touchscreen technology and 3) build and test an integrated biosensor and touchscreen
array that can detect SARS-CoV-2 from patient samples. Successful completion of these aims
will result in a novel automatic sensing platform for SARS-CoV-2. This technology could transform
personal device touchscreens as well as to multi-user touchscreen devices in hospitals, airports,
libraries, restaurants, for early detection, curbing transmission rates from secondary exposure.
Importantly, the developed technology could be adapted for other electronic sensing platforms,
and easily applied for future pathogen detection.","There is an urgent need for new and rapidly translatable technologies that can reduce SARS-CoV-2
transmission. The main goal of this proposal is to develop an integrated biosensor-touchscreen that sensitively
reports surface contact with SARS-CoV-2. Successful completion of these aims will result in a novel automatic
sensing platform for SARS-CoV-2 that could also applied to multi-user touchscreen devices such as those found
in hospitals, airports, and restaurants, as well as single-user touchscreen such as mobile phones.",Non-SBIR/STTR,U01,RADx-rad,Automatic Detection & Tracing
R01DE031114,Validation of Smart Masks for Surveillance of COVID-19,"Vulnerable populations do not just need testing—they need surveillance. The ideal surveillance tool would
operate in the background with minimal involvement of the population to be tested; it would be simple,
affordable, reliable, and accurate. Unfortunately, no such surveillance system yet exists. Here, we propose
a “smart mask” that changes colors when the wearer has been exposed to biomarkers (proteases) of
COVID-19. These proteases are known to be in saliva, and the smart mask will concentrate the proteases
from aerosolized saliva when the subject breathes and speaks through the smart mask. This is a simple
yet novel approach to surveillance because most people are already wearing masks—especially in high-
risk settings. Our first goal is to optimize the reagents that will monitor the proteases. We will customize
the peptide sequences such that the reagents change color only when two key SARS proteases are
present. After characterizing the colorimetric reagents, Aim 2 will integrate these reagents into an adhesive
strip (i.e., a sticker) that can be affixed to any existing cloth or surgical mask. Aim 3 is validation with human
subjects. First, we will use biobanked saliva samples that are confirmed to be either COVID-19-positive or
COVID-19-negative. Next, we will evaluate how long people infected with SARS-CoV-2 must breathe
through the smart mask before it changes colors. Finally, we will use the smart mask for surveillance of a
population that is concurrently being tested regularly via PCR. We will calculate the sensitivity and
specificity of the smart masks through comparison to PCR. We will measure true positives, true negatives,
false positives, and false negatives and estimate needing 800 subjects, which is very feasible at our
institution. Our team is well-suited to conduct this research because of Dr. Jokerst’s training colorimetric
sensing; Drs. Penny, Knight, and Laurent have decades of human subjects research experience, and Dr.
Tu offers biostatistical experience to confirm study design. This work could have a significant impact on
the pandemic because our proposed design combines the simplicity of the home pregnancy test with the
specificity of expensive viral-based assays. It is practical because it uses the masks that are already
common in daily life and reports the presence of SARS viruses via a simple color change. While a vaccine
will hopefully be deployed during the course of this work, the proteases evaluated here have been
implicated in a variety of SARS viruses. Thus, this work will be useful should future pandemics emerge.","We propose to build a mask that changes color when the wearer has COVID-19 or has been
exposed to COVID-19. Mask-wearing is currently widespread and thus adding this colorimetric
sensing approach is a simple yet innovative way to perform surveillance especially among
vulnerable groups. After building and characterizing this mask, we will validate it in group of at-risk
individuals.",Non-SBIR/STTR,R01,RADx-rad,Multimodal Surveillance
U01DA053976,Wastewater Analysis of SARS CoV-2 in Tribal Communities,"The rapid onset of the COVID-19 pandemic left many across the world unprepared to test, treat, and plan for
coronavirus morbidity and mortality. This was true for Tribal nations, whose sovereign status enabled swift and
preventative measures such as lock-downs and border closures, yet whose culture contributed to additional
unique risk factors. Among those are testing disparities, underlying health factors, and community infrastructure.
However, clinical testing doesn’t capture the extent of positive cases, and without the collective efforts of this
project, Tribes will likely not be included in wastewater-based epidemiology (WBE) analysis, which has garnered
wide-spread interest due to its ability to generate data in advance of community infectivity. In this project, we will
show that WBE is a non-invasive, culturally appropriate biomonitoring strategy that can be adopted and
implemented by Tribal communities to empower them with a practical, yet technologically advanced health
surveillance tool. Building upon a rigorous methodology of Tribal consultation and community-based participatory
research, assessment of wastewater and community infrastructure, and training of Tribal wastewater operators
and health administrators on WBE, we will form the WBE Tribal Coordination Center. Tribes will be recruited
through the InterTribal Council of Arizona’s National Tribal Water and Wastewater Operator Training Program
network. We will measure coronavirus in wastewater across U.S. reservations using established RT-qPCR
techniques and a novel protein quantification method, and we will sequence viral RNA extracts to assess SARS-
CoV-2 variants in Tribal communities. Risk factors contributing to elevated COVID-19 in Tribal communities will
be quantified with integration of geospatial analysis. Frameworks for risks from numerous environmentally-
transmitted pathogens have been developed by our team, setting a foundation to incorporate variability and
uncertainty for Tribal settings with qualitative information from Tribes in order to appropriately scope our modeling
efforts. Simulation results will help to target resources efficiently for monitoring and public health interventions
by identifying specific sampling locations where it is most likely to detect SARS-CoV-2 given other community
and scientific constraints. Information from the RADx Data Coordination Center will be used to the fullest extent
to compare Tribal communities with their non-Tribal counterparts. Through the coronavirus pandemic and
beyond, Tribes will be better informed of their ability to use WBE to measure community health, thereby
protecting community health and building capacity for future applications and research translation.","SARS-CoV-2 wastewater-based epidemiology is particularly applicable for Tribal communities who wish to
improve testing rates, are managing operational plans, or want to observe temporal trends within a defined
sewershed. Our approach of analyzing wastewater for human metabolites and pathogens addresses known and
well-documented concerns of violation of cultural norms by avoiding the collection and analysis biospecimens of
individuals. By effectively working with Tribes, these efforts will culminate in a robust data stream to inform
leadership, health administrators and wastewater utilities of coronavirus trends reflective of the population from
which samples are collected.",Non-SBIR/STTR,U01,RADx-rad,Wastewater
