id,name,abstract,journal,year,type,doi,pmId,pmcId,url
doi:10.1016/j.jbi.2021.103818,Population stratification enables modeling effects of reopening policies on mortality and hospitalization rates.,Study the impact of local policies on near-future hospitalization and mortality rates.,Journal of biomedical informatics,2021,primary,doi:10.1016/j.jbi.2021.103818,34022420,PMC8555375,https://doi.org/doi:10.1016/j.jbi.2021.103818
doi:10.1016/S2665-9913(22)00090-X,"IL-1 receptor antagonist, MIS-C, and the peculiar autoimmunity of SARS-CoV-2.",,The Lancet. Rheumatology,2022,primary,doi:10.1016/S2665-9913(22)00090-X,35368385,PMC8963768,https://doi.org/doi:10.1016/S2665-9913(22)00090-X
doi:10.1002/art.42062,American College of Rheumatology Clinical Guidance for Multisystem Inflammatory Syndrome in Children Associated With SARS-CoV-2 and Hyperinflammation in Pediatric COVID-19: Version 3.,"To provide guidance on the management of Multisystem Inflammatory Syndrome in Children (MIS-C), a condition characterized by fever, inflammation, and multiorgan dysfunction that manifests late in the course of SARS-CoV-2 infection. Recommendations are also provided for children with hyperinflammation during COVID-19, the acute, infectious phase of SARS-CoV-2 infection.","Arthritis & rheumatology (Hoboken, N.J.)",2022,primary,doi:10.1002/art.42062,35118829,PMC9011620,https://doi.org/doi:10.1002/art.42062
doi:10.1038/s41467-021-27544-6,Proteomic profiling of MIS-C patients indicates heterogeneity relating to interferon gamma dysregulation and vascular endothelial dysfunction.,"Multi-system Inflammatory Syndrome in Children (MIS-C) is a major complication of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) infection in pediatric patients. Weeks after an often mild or asymptomatic initial infection with SARS-CoV-2 children may present with a severe shock-like picture and marked inflammation. Children with MIS-C present with varying degrees of cardiovascular and hyperinflammatory symptoms. Here we perform a comprehensive analysis of the plasma proteome of more than 1400 proteins in children with SARS-CoV-2. We hypothesize that the proteome would reflect heterogeneity in hyperinflammation and vascular injury, and further identify pathogenic mediators of disease. We show that protein signatures demonstrate overlap between MIS-C, and the inflammatory syndromes macrophage activation syndrome (MAS) and thrombotic microangiopathy (TMA). We demonstrate that PLA2G2A is an important marker of MIS-C that associates with TMA. We find that IFNγ responses are dysregulated in MIS-C patients, and that IFNγ levels delineate clinical heterogeneity.",Nature communications,2021,primary,doi:10.1038/s41467-021-27544-6,34893640,PMC8664884,https://doi.org/doi:10.1038/s41467-021-27544-6
doi:10.1161/JAHA.121.021428,Skewed Cytokine Responses Rather Than the Magnitude of the Cytokine Storm May Drive Cardiac Dysfunction in Multisystem Inflammatory Syndrome in Children.,"Background Cardiac dysfunction is a prominent feature of multisystem inflammatory syndrome in children (MIS-C), yet the etiology is poorly understood. We determined whether dysfunction is global or regional, and whether it is associated with the cytokine milieu, microangiopathy, or severity of shock. Methods and Results We analyzed echocardiographic parameters of myocardial deformation and compared global and segmental left ventricular strain between 43 cases with MIS-C ≤18 years old and 40 controls. Primary outcomes included left ventricular global longitudinal strain, right ventricular free wall strain), and left atrial strain. We evaluated relationships between strain and profiles of 10 proinflammatory cytokines, microangiopathic features (soluble C5b9), and vasoactive-inotropic requirements. Compared with controls, cases with MIS-C had significant impairments in all parameters of systolic and diastolic function. 65% of cases with MIS-C had abnormal left ventricular function (|global longitudinal strain|<17%), although elevations of cytokines were modest. All left ventricular segments were involved, without apical or basal dominance to suggest acute stress cardiomyopathy. Worse global longitudinal strain correlated with higher ratios of interleukin-6 (ρ -0.43) and interleukin-8 (ρ -0.43) to total hypercytokinemia, but not absolute levels of interleukin-6 or interleukin-8, or total hypercytokinemia. Similarly, worse right ventricular free wall strain correlated with higher relative interleukin-8 expression (ρ -0.59). There were no significant associations between function and microangiopathy or vasoactive-inotropic requirements. Conclusions Myocardial function is globally decreased in MIS-C and not explained by acute stress cardiomyopathy. Cardiac dysfunction may be driven by the relative skew of the immune response toward interleukin-6 and interleukin-8 pathways, more so than degree of hyperinflammation, refining the current paradigm of myocardial involvement in MIS-C.",Journal of the American Heart Association,2021,primary,doi:10.1161/JAHA.121.021428,34365798,PMC8475050,https://doi.org/doi:10.1161/JAHA.121.021428
doi:10.1101/2021.04.13.21255439,Proteomic Profiling of MIS-C Patients Reveals Heterogeneity Relating to Interferon Gamma Dysregulation and Vascular Endothelial Dysfunction.,"Multi-system Inflammatory Syndrome in Children (MIS-C) is a major complication of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) pandemic in pediatric patients. Weeks after an often mild or asymptomatic initial infection with SARS-CoV-2 children may present with a severe shock-like picture and marked inflammation. Children with MIS-C present with varying degrees of cardiovascular and hyperinflammatory symptoms. We performed a comprehensive analysis of the plasma proteome of more than 1400 proteins in children with SARS-CoV-2. We hypothesized that the proteome would reflect heterogeneity in hyperinflammation and vascular injury, and further identify pathogenic mediators of disease. Protein signatures demonstrated overlap between MIS-C, and the inflammatory syndromes macrophage activation syndrome (MAS) and thrombotic microangiopathy (TMA). We demonstrate that PLA2G2A is a key marker of MIS-C that associates with TMA. We found that IFNγ responses are dysregulated in MIS-C patients, and that IFNγ levels delineate clinical heterogeneity.",medRxiv : the preprint server for health sciences,2021,primary,doi:10.1101/2021.04.13.21255439,33907759,PMC8077582,https://doi.org/doi:10.1101/2021.04.13.21255439
doi:10.1126/sciimmunol.abf7570,Deep immune profiling of MIS-C demonstrates marked but transient immune activation compared to adult and pediatric COVID-19.,"Pediatric COVID-19 following SARS-CoV-2 infection is associated with fewer hospitalizations and often milder disease than in adults. A subset of children, however, present with Multisystem Inflammatory Syndrome in Children (MIS-C) that can lead to vascular complications and shock, but rarely death. The immune features of MIS-C compared to pediatric COVID-19 or adult disease remain poorly understood. We analyzed peripheral blood immune responses in hospitalized SARS-CoV-2 infected pediatric patients (pediatric COVID-19) and patients with MIS-C. MIS-C patients had patterns of T cell-biased lymphopenia and T cell activation similar to severely ill adults, and all patients with MIS-C had SARS-CoV-2 spike-specific antibodies at admission. A distinct feature of MIS-C patients was robust activation of vascular patrolling CX3CR1+ CD8+ T cells that correlated with the use of vasoactive medication. Finally, whereas pediatric COVID-19 patients with acute respiratory distress syndrome (ARDS) had sustained immune activation, MIS-C patients displayed clinical improvement over time, concomitant with decreasing immune activation. Thus, non-MIS-C versus MIS-C SARS-CoV-2 associated illnesses are characterized by divergent immune signatures that are temporally distinct from one another and implicate CD8+ T cells in the clinical presentation and trajectory of MIS-C.",Science immunology,2021,primary,doi:10.1126/sciimmunol.abf7570,33653907,PMC8128303,https://doi.org/doi:10.1126/sciimmunol.abf7570
doi:10.1002/art.41616,American College of Rheumatology Clinical Guidance for Multisystem Inflammatory Syndrome in Children Associated With SARS-CoV-2 and Hyperinflammation in Pediatric COVID-19: Version 2.,"To provide guidance on the management of Multisystem Inflammatory Syndrome in Children (MIS-C), a condition characterized by fever, inflammation, and multiorgan dysfunction that manifests late in the course of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. Recommendations are also provided for children with hyperinflammation during coronavirus disease 2019 (COVID-19), the acute, infectious phase of SARS-CoV-2 infection.","Arthritis & rheumatology (Hoboken, N.J.)",2021,primary,doi:10.1002/art.41616,33277976,PMC8559788,https://doi.org/doi:10.1002/art.41616
doi:10.1093/jpids/piaa161,Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2) Antibody Responses in Children With Multisystem Inflammatory Syndrome in Children (MIS-C) and Mild and Severe Coronavirus Disease 2019 (COVID-19).,"Severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2) antibody responses in children remain poorly characterized. Here, we show that pediatric patients with multisystem inflammatory syndrome in children (MIS-C) possess higher SARS-CoV-2 spike immunoglobulin G (IgG) titers compared with those with severe coronavirus disease 2019, likely reflecting a longer time since the onset of infection in MIS-C patients.",Journal of the Pediatric Infectious Diseases Society,2021,primary,doi:10.1093/jpids/piaa161,33263756,PMC7799010,https://doi.org/doi:10.1093/jpids/piaa161
doi:10.1016/j.cjca.2023.06.001,Kawasaki Disease in the Time of COVID-19 and MIS-C: The International Kawasaki Disease Registry.,"Patients with multisystem inflammatory syndrome in children (MIS-C) and Kawasaki disease (KD) have overlapping clinical features. We compared demographics, clinical presentation, management, and outcomes of patients according to evidence of previous SARS-CoV-2 infection.",The Canadian journal of cardiology,2023,primary,doi:10.1016/j.cjca.2023.06.001,37290536,PMC10245460,https://doi.org/doi:10.1016/j.cjca.2023.06.001
doi:10.1056/NEJMc2215074,SARS-CoV-2 Variants and Multisystem Inflammatory Syndrome in Children.,,The New England journal of medicine,2023,primary,doi:10.1056/NEJMc2215074,36947454,PMC10052214,https://doi.org/doi:10.1056/NEJMc2215074
doi:10.1016/j.cjca.2022.11.011,Management of Multisystem Inflammatory Syndrome in Children: Decision-Making Regarding a New Condition in the Absence of Clinical Trial Data.,"Multisystem inflammatory syndrome in children (MIS-C) is a new illness that evolved during the COVID-19 pandemic with initial reports of severe disease including use of extracorporeal membrane oxygenation and death. Institutions rapidly assembled task forces to develop treatment algorithms. At the national/international levels, collaboratives and associations assembled consensus writing groups to draft guidelines. These guidelines and algorithms were initially on the basis of expert opinion and small case series. Some groups used the Delphi approach, and the resultant guidelines often mimicked those for other conditions that resembled MIS-C, like Kawasaki disease (KD). For instance, intravenous immunoglobulin (IVIG), a known effective treatment for KD, was recommended for MIS-C. Early in the pandemic many favoured IVIG over steroids as first-line therapy. As evidence evolved so did some guidelines, which now endorse the dual use of IVIG with steroids as first-line therapy. In contrast, withholding immunotherapy became an option for some MIS-C patients with mild symptoms. Herein, we review guidelines and discuss the evidence informing early recommendations, how this has evolved, the role and limitations of expert opinion and observational data, and the importance of leveraging existing research infrastructures, such as the intensive care unit collaborative (Overcoming COVID-19 surveillance registry), and the International Kawasaki Disease Registry. Finally, we discuss strategies to rapidly develop, deploy, and adapt clinical trials evaluating the treatment of such rare conditions in children, which might include alternatives to conventional clinical trial design. The emergence of MIS-C during the COVID-19 pandemic has highlighted unmet needs regarding research of a new condition.",The Canadian journal of cardiology,2023,primary,doi:10.1016/j.cjca.2022.11.011,36455760,PMC9705008,https://doi.org/doi:10.1016/j.cjca.2022.11.011
doi:10.1007/s00246-022-02844-w,Kawasaki Disease Arab Initiative [Kawarabi]: Establishment and Results of a Multicenter Survey.,"Studies on Kawasaki disease (KD) in Arab countries are scarce, often providing incomplete data. This along with the benefits of multicenter research collaboratives led to the creation of the KD Arab Initiative [Kawarabi] consortium. An anonymous survey was completed among potential collaborative Arab medical institutions to assess burden of KD in those countries and resources available to physicians. An online 32-item survey was distributed to participating institutions after conducting face validity. One survey per institution was collected. Nineteen physicians from 12 countries completed the survey representing 19 out of 20 institutions (response rate of 95%). Fifteen (79%) institutions referred to the 2017 American Heart Association guidelines when managing a patient with KD. Intravenous immunoglobulin (IVIG) is not readily available at 2 institutions (11%) yet available in the country. In one center (5%), IVIG is imported on-demand. The knowledge and awareness among countries' general population was graded (0 to 10) at median/interquartiles (IQR) 3 (2-5) and at median/IQR 7 (6-8) in the medical community outside their institution. Practice variations in KD management and treatment across Arab countries require solid proactive collaboration. The low awareness and knowledge estimates about KD among the general population contrasted with a high level among the medical community. The Kawarabi collaborative will offer a platform to assess disease burden of KD, among Arab population, decrease practice variation and foster population-based knowledge.",Pediatric cardiology,2022,primary,doi:10.1007/s00246-022-02844-w,35624313,PMC9140321,https://doi.org/doi:10.1007/s00246-022-02844-w
doi:10.1097/RHU.0000000000002035,Impact of the COVID-19 Pandemic on the Management of Juvenile Idiopathic Arthritis: Analysis of United States Commercial Insurance Data.,"Given limited information on health care and treatment utilization for juvenile idiopathic arthritis (JIA) during the pandemic, we studied JIA-related health care and treatment utilization in a commercially insured retrospective US cohort.",Journal of clinical rheumatology : practical reports on rheumatic & musculoskeletal diseases,2023,primary,doi:10.1097/RHU.0000000000002035,37798830,,https://doi.org/doi:10.1097/RHU.0000000000002035
doi:10.1002/pds.5695,Overview of global real-world data sources for pediatric pharmacoepidemiologic research.,"Given limited information available on real-world data (RWD) sources with pediatric populations, this study describes features of globally available RWD sources for pediatric pharmacoepidemiologic research.",Pharmacoepidemiology and drug safety,2023,primary,doi:10.1002/pds.5695,37690792,,https://doi.org/doi:10.1002/pds.5695
doi:10.1016/j.ebiom.2023.104731,Saliva microbiome in relation to SARS-CoV-2 infection in a prospective cohort of healthy US adults.,"The clinical outcomes of SARS-CoV-2 infection vary in severity, potentially influenced by the resident human microbiota. There is limited consensus on conserved microbiome changes in response to SARS-CoV-2 infection, with many studies focusing on severely ill individuals. This study aimed to assess the variation in the upper respiratory tract microbiome using saliva specimens in a cohort of individuals with primarily mild to moderate disease.",EBioMedicine,2023,primary,doi:10.1016/j.ebiom.2023.104731,37487417,PMC10382861,https://doi.org/doi:10.1016/j.ebiom.2023.104731
doi:10.1176/appi.ps.20220314,Geographic Trends in Pediatric Psychotropic Medication Dispensing Before and After the Start of the COVID-19 Pandemic.,This study examined trends and geographic variability in dispensing of prescription psychotropic medications to U.S. youths before and after the start of the COVID-19 pandemic.,"Psychiatric services (Washington, D.C.)",2023,primary,doi:10.1176/appi.ps.20220314,36751905,PMC10403367,https://doi.org/doi:10.1176/appi.ps.20220314
doi:10.1542/peds.2020-045948G,Equity and the Hazard of Veiled Injustice: A Methodological Reflection on Risk Adjustment.,,Pediatrics,2022,primary,doi:10.1542/peds.2020-045948G,35230433,,https://doi.org/doi:10.1542/peds.2020-045948G
doi:10.1186/s12916-022-02252-0,Dichotomy between the humoral and cellular responses elicited by mRNA and adenoviral vector vaccines against SARS-CoV-2.,"Protection from severe disease and hospitalization by SARS-CoV-2 vaccination has been amply demonstrated by real-world data. However, the rapidly evolving pandemic raises new concerns. One pertains efficacy of adenoviral vector-based vaccines, particularly the single-dose Ad26.COV2.S, relative to mRNA vaccines.",BMC medicine,2022,primary,doi:10.1186/s12916-022-02252-0,35073931,PMC8786593,https://doi.org/doi:10.1186/s12916-022-02252-0
doi:10.1016/j.jim.2021.113165,Highly versatile antibody binding assay for the detection of SARS-CoV-2 infection and vaccination.,"Monitoring the burden and spread of infection with the new coronavirus SARS-CoV-2, whether within small communities or in large geographical settings, is of paramount importance for public health purposes. Serology, which detects the host antibody response to the infection, is the most appropriate tool for this task, since virus-derived markers are most reliably detected during the acute phase of infection. Here we show that our ELISA protocol, which is based on antibody binding to the Receptor Binding Domain (RBD) of the S1 subunit of the viral Spike protein expressed as a novel fusion protein, detects antibody responses to SARS-CoV-2 infection and vaccination. We also show that our ELISA is accurate and versatile. It compares favorably with commercial assays widely used in clinical practice to determine exposure to SARS-CoV-2. Moreover, our protocol accommodates use of various blood- and non-blood-derived biospecimens, such as breast milk, as well as dried blood obtained with microsampling cartridges that are appropriate for remote collection. As a result, our RBD-based ELISA protocols are well suited for seroepidemiology and other large-scale studies requiring parsimonious sample collection outside of healthcare settings.",Journal of immunological methods,2021,primary,doi:10.1016/j.jim.2021.113165,34634317,PMC8500840,https://doi.org/doi:10.1016/j.jim.2021.113165
doi:10.1093/infdis/jiab411,Determinants and Dynamics of SARS-CoV-2 Infection in a Diverse Population: 6-Month Evaluation of a Prospective Cohort Study.,"We studied risk factors, antibodies, and symptoms of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in a diverse, ambulatory population.",The Journal of infectious diseases,2021,primary,doi:10.1093/infdis/jiab411,34387310,PMC8436370,https://doi.org/doi:10.1093/infdis/jiab411
doi:10.1093/jpids/piad035,Diagnosis of Multisystem Inflammatory Syndrome in Children by a Whole-Blood Transcriptional Signature.,"To identify a diagnostic blood transcriptomic signature that distinguishes multisystem inflammatory syndrome in children (MIS-C) from Kawasaki disease (KD), bacterial infections, and viral infections.",Journal of the Pediatric Infectious Diseases Society,2023,primary,doi:10.1093/jpids/piad035,37255317,PMC10312302,https://doi.org/doi:10.1093/jpids/piad035
doi:10.3390/ijms23137219,T Cells in Multisystem Inflammatory Syndrome in Children (MIS-C) Have a Predominant CD4+ T Helper Response to SARS-CoV-2 Peptides and Numerous Virus-Specific CD4- CD8- Double-Negative T Cells.,"We studied SARS-CoV-2-specific T cell responses in 22 subacute MIS-C children enrolled in 2021 and 2022 using peptide pools derived from SARS-CoV-2 spike or nonspike proteins. CD4+ and CD8+ SARS-CoV-2-specific T cells were detected in 5 subjects, CD4+ T helper (Th) responses alone were detected in 12 subjects, and CD8+ cytotoxic T cell (CTL) responses alone were documented in 1 subject. Notably, a sizeable subpopulation of CD4- CD8- double-negative (DN) T cells out of total CD3+ T cells was observed in MIS-C (median: 14.5%; IQR 8.65-25.3) and recognized SARS-CoV-2 peptides. T cells bearing the Vβ21.3 T cell receptor (TcRs), previously reported as pathogenic in the context of MIS-C, were detected in high frequencies, namely, in 2.8% and 3.9% of the CD4+ and CD8+ T cells, respectively. However, Vβ21.3 CD8+ T cells that responded to SARS-CoV-2 peptides were detected in only a single subject, suggesting recognition of nonviral antigens in the majority of subjects. Subjects studied 6-14 months after MIS-C showed T cell epitope spreading, meaning the activation of T cells that recognize more SARS-CoV-2 peptides following the initial expansion of T cells that see immunodominant epitopes. For example, subjects that did not recognize nonspike proteins in the subacute phase of MIS-C showed good Th response to nonspike peptides, and/or CD8+ T cell responses not appreciable before arose over time and could be detected in the 6-14 months' follow-up. The magnitude of the Th and CTL responses also increased over time. In summary, patients with MIS-C associated with acute lymphopenia, a classical feature of MIS-C, showed a physiological response to the virus with a prominent role for virus-specific DN T cells.",International journal of molecular sciences,2022,primary,doi:10.3390/ijms23137219,35806225,PMC9266459,https://doi.org/doi:10.3390/ijms23137219
doi:10.1038/s41390-022-02148-y,Bridging a diagnostic Kawasaki disease classifier from a microarray platform to a qRT-PCR assay.,"Kawasaki disease (KD) is a systemic vasculitis that mainly affects children under 5 years of age. Up to 30% of patients develop coronary artery abnormalities, which are reduced with early treatment. Timely diagnosis of KD is challenging but may become more straightforward with the recent discovery of a whole-blood host response classifier that discriminates KD patients from patients with other febrile conditions. Here, we bridged this microarray-based classifier to a clinically applicable quantitative reverse transcription-polymerase chain reaction (qRT-PCR) assay: the Kawasaki Disease Gene Expression Profiling (KiDs-GEP) classifier.",Pediatric research,2023,primary,doi:10.1038/s41390-022-02148-y,35732822,PMC9988687,https://doi.org/doi:10.1038/s41390-022-02148-y
doi:10.1038/s41467-022-30357-w,An Artificial Intelligence-guided signature reveals the shared host immune response in MIS-C and Kawasaki disease.,"Multisystem inflammatory syndrome in children (MIS-C) is an illness that emerged amidst the COVID-19 pandemic but shares many clinical features with the pre-pandemic syndrome of Kawasaki disease (KD). Here we compare the two syndromes using a computational toolbox of two gene signatures that were developed in the context of SARS-CoV-2 infection, i.e., the viral pandemic (ViP) and severe-ViP signatures and a 13-transcript signature previously demonstrated to be diagnostic for KD, and validated our findings in whole blood RNA sequences, serum cytokines, and formalin fixed heart tissues. Results show that KD and MIS-C are on the same continuum of the host immune response as COVID-19. Both the pediatric syndromes converge upon an IL15/IL15RA-centric cytokine storm, suggestive of shared proximal pathways of immunopathogenesis; however, they diverge in other laboratory parameters and cardiac phenotypes. The ViP signatures reveal unique targetable cytokine pathways in MIS-C, place MIS-C farther along in the spectrum in severity compared to KD and pinpoint key clinical (reduced cardiac function) and laboratory (thrombocytopenia and eosinopenia) parameters that can be useful to monitor severity.",Nature communications,2022,primary,doi:10.1038/s41467-022-30357-w,35577777,PMC9110726,https://doi.org/doi:10.1038/s41467-022-30357-w
doi:10.1093/cid/ciac323,Neutralization of Severe Acute Respiratory Syndrome Coronavirus 2 Omicron and Other Variants in Serum From Children With Vaccination-Induced Myocarditis.,"Our study demonstrates that children who developed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccination-induced myocarditis and may not receive another vaccination, could be susceptible to infection with Omicron and emerging variants. We observed higher neutralizing antibody titers in myocarditis patients vs. healthy vaccinated children, but significantly lower neutralization titers against Omicron in both groups.",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2022,primary,doi:10.1093/cid/ciac323,35445250,PMC9047211,https://doi.org/doi:10.1093/cid/ciac323
doi:10.3389/fimmu.2022.841126,Autoantibodies Against Proteins Previously Associated With Autoimmunity in Adult and Pediatric Patients With COVID-19 and Children With MIS-C.,"The antibody profile against autoantigens previously associated with autoimmune diseases and other human proteins in patients with COVID-19 or multisystem inflammatory syndrome in children (MIS-C) remains poorly defined. Here we show that 30% of adults with COVID-19 had autoantibodies against the lung antigen KCNRG, and 34% had antibodies to the SLE-associated Smith-D3 protein. Children with COVID-19 rarely had autoantibodies; one of 59 children had GAD65 autoantibodies associated with acute onset of insulin-dependent diabetes. While autoantibodies associated with SLE/Sjögren's syndrome (Ro52, Ro60, and La) and/or autoimmune gastritis (gastric ATPase) were detected in 74% (40/54) of MIS-C patients, further analysis of these patients and of children with Kawasaki disease (KD), showed that the administration of intravenous immunoglobulin (IVIG) was largely responsible for detection of these autoantibodies in both groups of patients. Monitoring in vivo decay of the autoantibodies in MIS-C children showed that the IVIG-derived Ro52, Ro60, and La autoantibodies declined to undetectable levels by 45-60 days, but gastric ATPase autoantibodies declined more slowly requiring >100 days until undetectable. Further testing of IgG and/or IgA antibodies against a subset of potential targets identified by published autoantigen array studies of MIS-C failed to detect autoantibodies against most (16/18) of these proteins in patients with MIS-C who had not received IVIG. However, Troponin C2 and KLHL12 autoantibodies were detected in 2 of 20 and 1 of 20 patients with MIS-C, respectively. Overall, these results suggest that IVIG therapy may be a confounding factor in autoantibody measurements in MIS-C and that antibodies against antigens associated with autoimmune diseases or other human proteins are uncommon in MIS-C.",Frontiers in immunology,2022,primary,doi:10.3389/fimmu.2022.841126,35360001,PMC8962198,https://doi.org/doi:10.3389/fimmu.2022.841126
doi:10.1101/2022.03.23.485509,"Autoantibody discovery across monogenic, acquired, and COVID19-associated autoimmunity with scalable PhIP-Seq.","Phage Immunoprecipitation-Sequencing (PhIP-Seq) allows for unbiased, proteome-wide autoantibody discovery across a variety of disease settings, with identification of disease-specific autoantigens providing new insight into previously poorly understood forms of immune dysregulation. Despite several successful implementations of PhIP-Seq for autoantigen discovery, including our previous work (Vazquez et al. 2020), current protocols are inherently difficult to scale to accommodate large cohorts of cases and importantly, healthy controls. Here, we develop and validate a high throughput extension of PhIP-seq in various etiologies of autoimmune and inflammatory diseases, including APS1, IPEX, RAG1/2 deficiency, Kawasaki Disease (KD), Multisystem Inflammatory Syndrome in Children (MIS-C), and finally, mild and severe forms of COVID19. We demonstrate that these scaled datasets enable machine-learning approaches that result in robust prediction of disease status, as well as the ability to detect both known and novel autoantigens, such as PDYN in APS1 patients, and intestinally expressed proteins BEST4 and BTNL8 in IPEX patients. Remarkably, BEST4 antibodies were also found in 2 patients with RAG1/2 deficiency, one of whom had very early onset IBD. Scaled PhIP-Seq examination of both MIS-C and KD demonstrated rare, overlapping antigens, including CGNL1, as well as several strongly enriched putative pneumonia-associated antigens in severe COVID19, including the endosomal protein EEA1. Together, scaled PhIP-Seq provides a valuable tool for broadly assessing both rare and common autoantigen overlap between autoimmune diseases of varying origins and etiologies.",bioRxiv : the preprint server for biology,2022,primary,doi:10.1101/2022.03.23.485509,35350199,PMC8963698,https://doi.org/doi:10.1101/2022.03.23.485509
doi:10.1002/eji.202149556,Characterization of SARS-CoV-2 and common cold coronavirus-specific T-cell responses in MIS-C and Kawasaki disease children.,"The immunopathogenesis of multisystem inflammatory syndrome (MIS-C) in children that may follow exposure to SARS-CoV-2 is incompletely understood. Here, we studied SARS-CoV-2-specific T cells in MIS-C, Kawasaki disease (KD), and SARS-CoV-2 convalescent controls using peptide pools derived from SARS-CoV-2 spike or nonspike proteins, and common cold coronaviruses (CCC). Coordinated CD4+ and CD8+ SARS-CoV-2-specific T cells were detected in five MIS-C subjects with cross-reactivity to CCC. CD4+ and CD8+ T-cell responses alone were documented in three and one subjects, respectively. T-cell specificities in MIS-C did not correlate with disease severity and were similar to SARS-CoV-2 convalescent controls. T-cell memory and cross-reactivity to CCC in MIS-C and SARS-CoV-2 convalescent controls were also similar. The chemokine receptor CCR6, but not CCR9, was highly expressed on SARS-CoV-2-specific CD4+ but not on CD8+ T cells. Only two of 10 KD subjects showed a T-cell response to CCC. Enumeration of myeloid APCs revealed low cell precursors in MIS-C subjects compared to KD. In summary, children with MIS-C mount a normal T-cell response to SARS-CoV-2 with no apparent relationship to antecedent CCC exposure. Low numbers of tolerogenic myeloid DCs may impair their anti-inflammatory response.",European journal of immunology,2022,primary,doi:10.1002/eji.202149556,34599760,PMC8646471,https://doi.org/doi:10.1002/eji.202149556
doi:10.1172/JCI147076,Immune response to intravenous immunoglobulin in patients with Kawasaki disease and MIS-C.,"BACKGROUNDMultisystem inflammatory syndrome in children (MIS-C) is a rare but potentially severe illness that follows exposure to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Kawasaki disease (KD) shares several clinical features with MIS-C, which prompted the use of intravenous immunoglobulin (IVIG), a mainstay therapy for KD. Both diseases share a robust activation of the innate immune system, including the IL-1 signaling pathway, and IL-1 blockade has been used for the treatment of both MIS-C and KD. The mechanism of action of IVIG in these 2 diseases and the cellular source of IL-1β have not been defined.METHODSThe effects of IVIG on peripheral blood leukocyte populations from patients with MIS-C and KD were examined using flow cytometry and mass cytometry (CyTOF) and live-cell imaging.RESULTSCirculating neutrophils were highly activated in patients with KD and MIS-C and were a major source of IL-1β. Following IVIG treatment, activated IL-1β+ neutrophils were reduced in the circulation. In vitro, IVIG was a potent activator of neutrophil cell death via PI3K and NADPH oxidase, but independently of caspase activation.CONCLUSIONSActivated neutrophils expressing IL-1β can be targeted by IVIG, supporting its use in both KD and MIS-C to ameliorate inflammation.FUNDINGPatient Centered Outcomes Research Institute; NIH; American Asthma Foundation; American Heart Association; Novo Nordisk Foundation; NIGMS; American Academy of Allergy, Asthma and Immunology Foundation.",The Journal of clinical investigation,2021,primary,doi:10.1172/JCI147076,34464357,PMC8516453,https://doi.org/doi:10.1172/JCI147076
doi:10.1161/ATVBAHA.121.316210,Inflammasome Activation in Children With Kawasaki Disease and Multisystem Inflammatory Syndrome.,[Figure: see text].,"Arteriosclerosis, thrombosis, and vascular biology",2021,primary,doi:10.1161/ATVBAHA.121.316210,34261329,PMC8387357,https://doi.org/doi:10.1161/ATVBAHA.121.316210
doi:10.1097/INF.0000000000003219,Hyponatremia in Patients With Multisystem Inflammatory Syndrome in Children.,"We report 2 patients with multisystem inflammatory syndrome in children with evidence of hyponatremia on admission. Despite fluid resuscitation and resolution of dehydration, the hyponatremia worsened. Serum and urine studies were evaluated and demonstrated evidence of syndrome of inappropriate antidiuretic hormone. Fluid restriction and anti-inflammatory therapy were initiated with resolution of hyponatremia.",The Pediatric infectious disease journal,2021,primary,doi:10.1097/INF.0000000000003219,34260489,PMC8373777,https://doi.org/doi:10.1097/INF.0000000000003219
